airport_id,latitude,longitude,name,city,country,pop_sum,NEIGHBORS
3777,48.792694,-122.537528,Bellingham Intl,Bellingham,United States,443040.82770253555,"175,4107,7083,6136,6457"
3782,30.691231,-88.242814,Mobile Rgnl,Mobile,United States,902476.878021776,"4335,4115,3564,4038,5759"
3784,35.617108,-106.089422,Santa Fe Muni,Santa Fe,United States,205618.28063656908,"3840,7073,3527,4019,7584,3736"
3790,38.545178,-89.835183,Scott Afb Midamerica,Belleville,United States,620553.0124247534,"4042,3678,6825,5728"
3793,26.536167,-81.755167,Southwest Florida Intl,Fort Myers,United States,701789.4914052684,"7056,4012,3533,3671,3722"
3794,58.676778,-156.649278,King Salmon,King Salmon,United States,0.0,"6763,7162,7154,7159,7102,7160"
3796,20.962936,-156.673031,Kapalua,Lahania-kapalua,United States,26873.372409335767,"3705,3851,3456"
3797,40.639751,-73.778925,John F Kennedy Intl,New York,United States,2810116.5020331107,"3589,3697,3494,3524,3857"
3804,41.155722,-104.811839,Cheyenne Rgnl Jerry Olson Fld,Cheyenne,United States,416167.45529319975,"3872,5746,3751,5723"
634,65.461111,12.2175,Bronnoy,Bronnoysund,Norway,28229.36826485271,"5583,5593,662,652,5581"
3806,32.898647,-80.040528,Charleston Afb Intl,Charleston,United States,602678.5216020301,"3561,7002,3515,3879,3950,1934"
3807,39.499108,-119.768108,Reno Tahoe Intl,Reno,United States,787710.3197048419,"5750,3495,5736,7081,3816,3805,7122,3817,3710"
3808,55.355556,-131.71375,Ketchikan Intl,Ketchikan,United States,37844.611603972844,"173,7147,7146,5969,7145,7148,108"
3811,33.562942,-86.75355,Birmingham Intl,Birmingham,United States,1763041.1568730283,"4335,5756,4115,4113,4255,3682,4273,3578"
3816,37.625817,-120.954422,Modesto City Co Harry Sham,Modesto,United States,559163.3818749865,"3807,3805,3748,7122,3948"
3817,38.695417,-121.590778,Sacramento Intl,Sacramento,United States,2782010.4061187594,"3807,3805,3453,6992,3710"
3819,38.805805,-104.700778,City Of Colorado Springs Muni,Colorado Springs,United States,966085.4108805706,"7001,7051,7073,3527,3751"
3820,42.940525,-78.732167,Buffalo Niagara Intl,Buffalo,United States,1130900.5435011298,"5722,3622,7059,3630"
3824,37.700967,-113.098847,Cedar City Rgnl,Cedar City,United States,76305.5849604534,"5736,4064,3536,7579,4124,4219"
3825,41.938889,-72.683222,Bradley Intl,Windsor Locks,United States,2251076.392508626,"4006,5767,3864,3661,6426,3641"
3826,26.175833,-98.238611,Mc Allen Miller Intl,Mcallen,United States,895696.8987441912,"3744,3560,1825,1828,3691,1839"
3829,33.663639,-101.822778,Lubbock Preston Smith Intl,Lubbock,United States,689708.8010561175,"3708,3718,3680,3840,3736,3749,3652"
3830,41.978603,-87.904842,Chicago Ohare Intl,Chicago,United States,6107405.333248309,"3717,3747,4028,4037"
3832,64.815114,-147.856267,Fairbanks Intl,Fairbanks,United States,200440.8419155044,"7242,7110,7115,7118,7116,3865"
3838,43.991922,-76.021739,Watertown Intl,Watertown,United States,173197.652454664,"61,5770,3745,3724"
3839,33.829667,-116.506694,Palm Springs Intl,Palm Springs,United States,869686.4327883662,"3689,6449,3877,4088,3734,1847"
3840,35.219369,-101.705931,Rick Husband Amarillo Intl,Amarillo,United States,410496.9271701289,"4256,3680,4341,3527,3784,3736,3829"
640,69.055758,18.540356,Bardufoss,Bardufoss,Norway,61143.08584876395,"663,631,4349,724"
3843,38.950944,-95.663611,Forbes Fld,Topeka,United States,535002.0011766845,"3855,4354,3458,3457,3543,4050,3454"
3845,34.270615,-77.902569,Wilmington Intl,Wilmington,United States,505416.6370563149,"4386,3515,5738,3730,1934,1930"
3846,30.533167,-91.149639,Baton Rouge Metro Ryan Fld,Baton Rouge,United States,1065689.470085815,"3732,3852,3861,5759,3580,3493"
3848,32.354139,-95.402386,Tyler Pounds Rgnl,Tyler,United States,661356.1604407632,"3465,3770,3700,3502,3550,3715"
3849,39.175361,-76.668333,Baltimore Washington Intl,Baltimore,United States,3352884.6612913925,"3859,3542,3520,3642,5751,6739,3714"
3851,20.785611,-156.951419,Lanai,Lanai,United States,3821.442865547747,"3796,3705,3728,3456,3514"
3852,31.3274,-92.549833,Alexandria Intl,Alexandria,United States,381281.3801012639,"3609,3732,3846,3493,3513"
3854,55.206061,-162.725436,Cold Bay,Cold Bay,United States,0.0,"7203,3430,6765,7202,7201"
3855,36.198389,-95.888111,Tulsa Intl,Tulsa,United States,1607224.9058390814,"3863,4354,4356,3457,3843,3437,3502"
3856,57.047138,-135.361611,Sitka Rocky Gutierrez,Sitka,United States,29338.819419366573,"7135,7137,7243,7144,7150,7138,7151,198,6803,7163,3531"
3857,40.79525,-73.100222,Long Island Mac Arthur,Islip,United States,1618812.506786226,"4006,3589,3641,3797,3517,3524,4265"
3858,44.881956,-93.221767,Minneapolis St Paul Intl,Minneapolis,United States,4131719.3717601234,"4048,5735,3753,4009,4271,3729,3598"
3859,39.678722,-75.606528,New Castle,Wilmington,United States,1551505.803412385,"3752,3849,3524,3642,4355,5751"
3860,53.900139,-166.5435,Unalaska,Unalaska,United States,0.0,"6134,7247,7196,3602"
3861,29.993389,-90.258028,Louis Armstrong New Orleans Intl,New Orleans,United States,1560874.5020505022,"1852,4038,5759,1819,3846,3493"
3862,43.646161,-70.309281,Portland Intl Jetport,Portland,United States,742715.9117717798,"6456,5749,5763,3701,4026"
3863,35.393089,-97.600733,Will Rogers World,Oklahoma City,United States,1944744.6015122985,"4256,3855,3457,3670,3502,5733"
3864,42.748267,-73.801692,Albany Intl,Albany,United States,1547437.8158458343,"3825,5767,5770,3661,3745,4129"
3865,61.133949,-146.248342,Valdez Pioneer Fld,Valdez,United States,0.0,"7242,3774,3832,7116,3610"
3867,33.675667,-117.868222,John Wayne Arpt Orange Co,Santa Ana,United States,3162552.1521170144,"3582,4088,3734,3731"
3872,42.908,-106.464417,Natrona Co Intl,Casper,United States,71867.78034239795,"4296,5777,5769,6881,4339,5746,3804,5723"
3873,30.48325,-86.5254,Eglin Afb,Valparaiso,United States,381034.8354002608,"4115,3564,7669,3739"
3875,24.556111,-81.759556,Key West Intl,Key West,United States,5054.166370563149,"4067,4012,1918,1923,1909,3576"
3876,35.214,-80.943139,Charlotte Douglas Intl,Charlotte,United States,2865835.604459807,"3561,4008,4034,3879,4007,4116"
3877,36.080056,-115.15225,Mc Carran Intl,Las Vegas,United States,1909365.4369183565,"5736,3839,6449,7081,4064,3734,3558"
3878,28.429394,-81.308994,Orlando Intl,Orlando,United States,1266253.584351821,"3646,7056,3671,4167"
3879,34.185361,-79.723889,Florence Rgnl,Florence,United States,700926.5849517577,"3806,3561,3876,4008,3515,5738"
3880,47.482,-111.370689,Great Falls Intl,Great Falls,United States,39693.69686149595,"3604,4127,116,167,4021,4020,3504"
3881,41.260736,-80.679097,Youngstown Warren Rgnl,Youngstown,United States,1133612.5352121638,"4276,174,3486,4112,3570,4058"
3885,13.681108,100.747283,Suvarnabhumi Intl,Bangkok,Thailand,5172877.644096132,"4135,4133,3157,3161,3035,3223"
3886,3.683214,125.528019,Naha,Naha,Indonesia,270582.8093508808,"2256,3247,3250,3253,2404,6011,6013,4090"
3890,-4.081608,122.418231,Wolter Monginsidi,Kendari,Indonesia,1350078.7826928685,"3251,3913,3254,8735,3310,3256"
3894,-7.926556,112.714514,Abdul Rachman Saleh,Malang,Indonesia,14202947.135385457,"3928,3898,3929,3353,3940,3348"
3896,-6.900625,107.576294,Husein Sastranegara,Bandung,Indonesia,30175592.134571027,"3898,3901,3904,3353,3275"
3898,-7.788181,110.431758,Adi Sutjipto,Yogyakarta,Indonesia,9276614.192292405,"3929,3896,3901,3353,3894"
3901,-6.971447,110.374122,Achmad Yani,Semarang,Indonesia,15923336.058984952,"3928,3898,3929,3896,3904,3910"
3903,1.121028,104.118753,Hang Nadim,Batam,Indonesia,872151.8797983971,"3303,3316,3906,3287,3273"
3904,-2.745722,107.754917,H As Hanandjoeddin,Tanjung Pandan,Indonesia,194400.4967409289,"3284,3896,3901,3910,3282,3905,3275,6223"
3905,-2.1622,106.139064,Depati Amir,Pangkal Pinang,Indonesia,723362.152743038,"3284,3904,3906,6223,3287,3289"
3906,0.922683,104.532311,Kijang,Tanjung Pinang,Indonesia,208576.81704860606,"3284,6225,3903,3316,3905,3287"
3908,-3.442356,114.762553,Syamsudin Noor,Banjarmasin,Indonesia,3331311.999953623,"3911,3928,6231,3910,3940,8401"
3910,-2.705197,111.673208,Iskandar,Pangkalan Bun,Indonesia,615745.3907551934,"3263,3911,3267,3928,3908,3901,3904,3282"
3911,-2.225128,113.942661,Tjilik Riwut,Palangkaraya,Indonesia,1323575.2273350372,"3919,6769,3267,5855,3908,6231,3910"
3913,-8.640647,122.236889,Wai Oti,Maumere,Indonesia,647179.8401330862,"3890,3240,8735,3914,3916,3917,3310"
3914,-8.849294,121.660644,H Hasan Aroeboesman,Ende,Indonesia,691804.4310146437,"3913,3927,3916,3917"
3916,-10.171583,123.671136,El Tari,Kupang,Indonesia,1439081.4197549806,"3913,3927,3914,3347,4319,3999,3310"
3917,-8.486656,119.88905,Mutiara Ii,Labuhan Bajo,Indonesia,751961.3380593953,"3913,3240,3927,3914,3924,6204"
653,70.068814,24.973489,Banak,Lakselv,Norway,0.0,"632,4326,4325,428,438"
3920,3.326694,117.565569,Juwata,Taraken,Indonesia,240627.6281790065,"6218,6209,3271,5855"
3924,-8.539647,118.687322,Muhammad Salahuddin,Bima,Indonesia,852181.7590171475,"3240,8401,3917,6204"
3927,-9.669217,120.302006,Mau Hau,Waingapu,Indonesia,213754.25576967074,"3914,4319,3916,3917,6204"
3928,-7.379831,112.786858,Juanda,Surabaya,Indonesia,12616062.16737913,"3908,3929,3901,3910,3894,3940"
3929,-7.516089,110.756892,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,12668452.916342285,"3928,3898,3901,3894"
3930,37.469075,126.450517,Incheon Intl,Seoul,South Korea,2336750.676107196,"3377,6003,2378,3392,6008"
3931,18.766847,98.962644,Chiang Mai Intl,Chiang Mai,Thailand,1433534.1639824111,"6186,4086,4159,3163,3932"
3932,19.952342,99.882928,Chiang Rai Intl,Chiang Rai,Thailand,1670093.804594867,"4131,4142,4159,3931,3163,3237"
3933,8.539617,99.944725,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,1304098.1959557938,"3182,3181,3177,3173,4093,3174,4000"
3936,17.383794,104.643022,Nakhon Phanom,Nakhon Phanom,Thailand,900751.0651147544,"6195,4154,3118,3184,4081"
3937,15.251278,104.870231,Ubon Ratchathani,Ubon Ratchathani,Thailand,3105600.326185303,"4132,3118,3116,4133,3035"
3938,16.466628,102.783661,Khon Kaen,Khon Kaen,Thailand,3710621.022446862,"4132,3184,4133,3170,3186,3183,3157"
3939,17.237992,99.818183,Sukhothai,Sukhothai,Thailand,1080851.9691975047,"3164,3170,6186,3163"
3940,-8.748169,115.167172,Bali Ngurah Rai,Denpasar,Indonesia,4559474.428000468,"3928,3908,3345,3894,8401,3348"
3941,37.936358,23.944467,Eleftherios Venizelos Intl,Athens,Greece,3419698.275263227,"1448,1482,5787,4193,1456,1454,1475"
3942,34.858414,136.805408,Chubu Centrair Intl,Nagoya,Japan,4441379.516219992,"2284,6476,5997,2334"
3943,34.632778,135.223889,Kobe,Kobe,Japan,3644423.770227535,"2327,2336,2335,3992,2334"
3944,46.743861,-117.109583,Pullman-Moscow Rgnl,Pullman,United States,147926.82060184827,"4127,4216,3467,3945,5719"
3945,46.3745,-117.015389,Lewiston Nez Perce Co,Lewiston,United States,112054.56660590005,"4216,3944,5719,3495"
3946,42.159889,-76.891611,Elmira Corning Rgnl,Elmira,United States,382514.1036062793,"5722,3584,3947,4318,4129,3622"
3947,42.491028,-76.458444,Ithaca Tompkins Rgnl,Ithaca,United States,381404.65245176543,"3745,4129,3622,3946"
3948,36.587,-121.842944,Monterey Peninsula,Monterey,United States,611061.0414361348,"3816,3748,7122,3469,5768,5772,3415"
3949,34.426211,-119.840372,Santa Barbara Muni,Santa Barbara,United States,641386.0396595137,"3484,3644,3558,3731,1817,1847,5772,3415,1816"
3950,29.179917,-81.058056,Daytona Beach Intl,Daytona Beach,United States,440082.2912904986,"6989,3806,7002,1934,3671,4167,3472"
3953,56.923611,23.971111,Riga Intl,Riga,Latvia,2960385.4972944884,"3956,3959,415,416,3958,413"
3956,54.963919,24.084778,Kaunas Intl,Kaunas,Lithuania,4822167.806919251,"3959,3958,3953,8832,679,2952"
3958,55.973228,21.093856,Palanga Intl,Palanga,Lithuania,1610799.804003626,"3956,3953,746,413,2952"
3959,54.634133,25.285767,Vilnius Intl,Vilnius,Lithuania,4590908.87737836,"3956,2945,2954,416,3953,8832"
3964,40.147275,44.395881,Zvartnots,Yerevan,Armenia,3693979.2551291543,"3973,6089,9043,3965,6090"
3965,40.750369,43.859342,Gyumri,Gyumri,Armenia,1095274.8342061848,"3973,9043,3964,3972,5796"
3967,15.291853,38.910667,Asmara Intl,Asmara,Eritrea,3217038.531038695,"1175,5601,1110,3968,1118,5702"
3968,15.669989,39.370103,Massawa Intl,Massawa,Eritrea,880411.1272820003,"2066,3976,2059,3967,1118,2061,5702"
3971,41.610278,41.599694,Batumi,Batumi,Georgia,1772163.3108101422,"1724,1726,2965,3972,5796"
3972,42.176653,42.482583,Kopitnari,Kutaisi,Georgia,2102533.21015427,"6124,3973,2965,3971,2962,5796,3965"
3973,41.669167,44.954722,Tbilisi,Tbilisi,Georgia,3504386.380057785,"6124,6122,6089,3964,3972,3965"
3974,14.662639,49.375028,Riyan,Mukalla,Yemen,555711.7560609432,"3978,5954,5686,3979,3984"
3975,13.685964,44.139056,Taiz Intl,Taiz,Yemen,7561032.89036247,"3976,3980,3977,3978,4119"
3976,14.753,42.976336,Hodeidah Intl,Hodeidah,Yemen,2992436.3084248886,"2066,3975,3980,3968,1118,4119"
3977,12.829542,45.028792,Aden Intl,Aden,Yemen,1320000.3291704927,"3975,1122,3978,4119,5686"
3978,14.551322,46.826183,Ataq,Ataq,Yemen,1223478.0787277867,"3975,3980,3977,5954,2086,3974,5686"
3979,16.191667,52.175,Al Ghaidah Intl,Al Ghaidah Intl,Yemen,199824.48016299668,"8961,5954,2086,3974,3984,2195"
3980,15.476258,44.219739,Sanaa Intl,Sanaa,Yemen,5427804.8649333175,"2066,3976,3975,2075,3978,2086"
3984,12.630672,53.905778,Socotra Intl,Socotra,Yemen,54239.834220677694,"3974,5686,3979,5688,2195,995,6184,3130"
3986,47.988758,10.2395,Allgau,Memmingen,Germany,1883724.7880140361,"374,350,1679,7798,382"
3987,38.771867,34.53455,Kapadokya,Nevsehir,Turkey,2232708.8122838964,"1693,1691,1682,1696,9273,1685"
3988,-34.822222,-58.535833,Ministro Pistarini,Buenos Aires,Argentina,8824821.027704261,"2440,2508,2501,2816,2442"
3989,36.237611,43.963158,Erbil Intl,Erbil,Iraq,5360991.2509614825,"6753,5952,1729,1728,5936,4130"
3990,-23.5675,148.179167,Emerald,Emerald,Australia,0.0,"4217,6238,6301,3329,3323,6324"
3992,34.4347222,135.244167,Kansai,Osaka,Japan,2282880.6589380233,"2336,2284,3943,2334"
3994,9.66408056,123.853247,Tagbilaran,Tagbilaran,Philippines,4824633.253929281,"6016,2400,4204,2422,4201,2425,2423,4200"
3995,69.23444,-51.05111,Ilulissat,Ilulissat,Greenland,37844.611603972844,"5449,9,7642,3997"
3997,68.7,-52.75,Aasiaat,Aasiaat,Greenland,1725.812907021563,"5448,5447,5449,9,3995"
3998,39.55361,2.727778,Son Sant Joan,Palma de Mallorca,Spain,1267732.8525578396,"210,1218,1231,1225,1236,1222"
3999,-12.4083333,130.87266,Darwin Intl,Darwin,Australia,239394.9046739911,"6297,3347,3916,3310,6296,6212"
4000,9.1325,99.135556,Surat Thani,Surat Thani,Thailand,856249.7465836983,"4300,3177,3933,3179,6198,3174"
4001,21.173833266,94.9246666,Bagan Intl,Nyuang U,Burma,6104693.341537274,"8130,3213,3222,3217,3069,3039,3050,3068,3235"
4002,11.9214999,121.953,Godofredo P,Caticlan,Philippines,966208.6832310723,"2397,6018,4199,2435,6025,2430"
9135,19.90167,105.46778,Tho Xuan Airport,Thanh Hoa,Vietnam,6704413.326727267,"6195,6188,4081,6192,3199"
4006,41.26375,-72.886806,Tweed-New Haven Airport,New Haven,United States,2148020.7074893382,"3825,3589,3661,3641,3857"
4007,35.436194,-82.541806,Asheville Regional Airport,Asheville,United States,749988.9804513707,"3876,5716,4034,3676,4116"
4008,36.09775,-79.937306,Piedmont Triad,Greensboro,United States,1985054.6601263022,"3876,5753,3626,3879,5738,4116,4016,5724"
4009,43.582014,-96.741914,Sioux Falls,Sioux Falls,United States,503690.8241492933,"5721,3858,3753,4271,5740,3491"
4010,-25.186111,130.975556,Ayers Rock,Uluru,Australia,0.0,"3319,6253,3346,6310,3347,4319,6256"
4011,42.932556,-71.435667,Manchester Regional Airport,Manchester NH,United States,1504539.0378712984,"3448,6426,5749,5763"
4012,26.152619,-81.775294,Naples Muni,Naples,United States,259734.84250674525,"4067,7056,3533,3875,3576,3793"
4013,5.76528,103.007,Redang,Redang,Malaysia,95412.79928819212,"3307,6190,4156,3298"
4014,38.1740858,-85.7364989,Louisville International Airport,Louisville,United States,1965454.3563965573,"3585,3488,3690,4017,5758"
4015,38.138639,-78.452861,Charlottesville-Albemarle,Charlottesville VA,United States,362667.2551755313,"3608,5753,7062,6739,3714"
4016,37.325472,-79.975417,Roanoke Regional,Roanoke VA,United States,633743.1539284183,"5753,4008,5724,6958,7062"
4017,38.0365,-84.605889,Blue Grass,Lexington KY,United States,1118696.5808014774,"3488,3681,3676,3690,4116,5742,4014"
4018,38.036997,-87.532364,Evansville Regional,Evansville,United States,689462.2563551144,"3585,4042,4049,6825,4117,5758"
4019,35.0402222,-106.6091944,Albuquerque International Sunport,Albuquerque,United States,1146679.4043653272,"7584,3559,3784,3736,7078,3743,6135"
4020,45.777643,-111.160151,Gallatin Field,Bozeman,United States,123272.35050154022,"3880,4021,4100,4344,4022,3504,4027"
4021,45.80921,-108.537654,Billings Logan International Airport,Billings,United States,77661.58081597033,"3880,3604,5739,5777,5769,4344,4020"
4022,45.954806,-112.497472,Bert Mooney Airport,Butte,United States,48076.216695600684,"4100,4020,4216,3504,3495,4263,5760"
4023,44.741445,-85.582235,Cherry Capital Airport,Traverse City,United States,324822.64357155847,"4128,3685,7054,5762,6800"
4024,16.913819,-89.866383,Mundo Maya International,Flores,Guatemala,796955.7459924575,"8227,7029,5455,1789,1795,1851,1846,1767"
4025,44.4497689,-68.3615653,Hancock County - Bar Harbor,Bar Harbor,United States,79387.3937229919,"3528,3463,4026,135,3517,56"
4026,44.0601111,-69.0992303,Knox County Regional Airport,Rockland,United States,110575.29839988158,"6456,3862,3701,3463,4025,3517"
4027,43.607333333,-110.73775,Jackson Hole Airport,Jacksn Hole,United States,42159.14387152676,"4100,4344,4020,6881,5760,3536,5766"
4028,42.1953611,-89.0972222,Chicago Rockford International Airport,Rockford,United States,1007258.3759480851,"3717,3459,4046,3830,4037,4072,4388"
4029,55.408611,37.906111,Domododevo,Moscow,Russia,14623798.939997716,"6940,6466,2987,6157,2988,2985"
4030,18.302897,109.412272,Phoenix International,Sanya,China,3338338.5239322106,"4140,3196,4157,6193,4120,6351,4154,4082,6188"
4033,26.883333,100.23333,Lijiang Airport,Lijiang,China,1716690.753084449,"3396,6435,6375,7505,4054,3232"
4034,34.895556,-82.218889,Greenville-Spartanburg International,Greenville,United States,1579488.6269762348,"3561,3876,5716,3658,4007"
4037,40.477111,-88.915917,Central Illinois Rgnl,Bloomington,United States,390896.62344038405,"4042,4049,4046,3747,3830,4028"
4038,30.407278,-89.070111,Gulfport-Biloxi,Gulfport,United States,483967.2480690469,"1852,3564,3861,5759,3782"
4039,42.234875,-85.552058,Kalamazoo,Kalamazoo,United States,714486.5435069271,"3544,5754,3685,4041,4359,4040"
4040,41.586806,-83.807833,Toledo,Toledo,United States,1693762.0958911625,"3645,113,3544,4039,4041,3486,3627,3759"
4041,40.978472,-85.195139,Fort Wayne,Fort Wayne,United States,1513168.102406406,"4039,3585,4359,3627,4040"
4042,39.834564,-88.865689,Decatur,Decatur,United States,481131.98400751146,"4049,4046,4037,3678,6825,3790,4018"
4043,41.884694,-91.710806,Cedar Rapids,Cedar Rapids,United States,460052.4120717481,"5744,5726,4072,5718,3729,4388"
4044,43.878986,-91.256711,La Crosse Municipal,La Crosse,United States,464366.944339302,"3459,4045,4048,5735,5718,4388"
4045,44.772726,-89.646635,Central Wisconsin,Wassau,United States,514538.79099342885,"3459,4047,4044,5735,5765"
4046,40.664203,-89.693258,Peoria Regional,Peoria,United States,761453.3090480139,"4042,4028,4037,5726,4072,5774,3678"
4047,44.257526,-88.507576,Appleton,Appleton,United States,682559.0047270282,"3717,3459,3653,4045,5765"
4048,43.908283,-92.500014,Rochester,Rochester,United States,521195.49792051205,"4044,3858,5735,5718,3729"
4049,40.03925,-88.278056,Champaign,Champaign,United States,628072.6258053475,"3585,4042,3747,4037,4018"
